Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene
GCF_024205965.1	ASM2420596v1	Macrococcus epidermidis	2480757	2659	2554	28
GCF_014705925.2	ASM1470592v2	Rothia terrae	2660019	2444	2340	39
GCF_016599755.1	ASM1659975v1	Corynebacterium kefirresidentii	2523206	2390	2304	21
GCF_964020095.1	ilColCroc2.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Colias croceus	2449395	3087	2967	84
GCF_014705945.2	ASM1470594v2	Rothia amarae	2483880	2311	2224	24
GCF_013460135.1	ASM1346013v1	Arsenophonus endosymbiont of Aphis craccivora	2424437	2505	1825	604
GCF_029889745.1	ASM2988974v1	Ligilactobacillus faecis	2382213	2186	2037	62
GCF_009734445.1	ASM973444v1	Candidatus Syntrophocurvum alkaliphilum	2360781	2314	2251	10
GCF_022354425.1	ASM2235442v1	Wielerella bovis	2339861	2340	2231	30
GCF_928721995.1	min17_bin56	Duodenibacillus massiliensis	2326493	2148	2057	19
GCF_900638345.1	57428_C01	Neisseria animaloris	2283939	2141	2046	24
GCF_020885975.1	ASM2088597v1	Flavobacterium ammonificans	2271028	2053	1997	2
GCF_007990635.1	ASM799063v1	Leptotrichia hongkongensis	2284180	2243	2156	22
GCF_009301415.1	ASM930141v1	Paracoccus kondratievae	4228383	4243	4074	105
GCF_013378015.1	ASM1337801v1	Mannheimia pernigra	2262740	2274	2138	45
GCF_020097095.1	ASM2009709v1	Macrococcus armenti	2231192	2374	2273	23
GCF_017603605.1	ASM1760360v1	Trueperella pecoris	2208970	1995	1920	14
GCF_008632615.1	ASM863261v1	Paucilactobacillus nenjiangensis	2249893	2285	2129	84
GCF_036209505.1	ASM3620950v1	Bergeyella porcorum	2271736	2296	2049	193
GCF_947251585.1	ioIscEleg1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Ischnura elegans	2192297	2232	1965	226
GCF_019469265.1	ASM1946926v1	Lactobacillus panisapium	2188116	2076	1990	14
GCF_034424565.1	ASM3442456v1	Moraxella canis	2187333	1985	1899	20
GCF_025736875.1	ASM2573687v1	Candidatus Kirkpatrickella diaphorinae	2176471	1921	1849	8
GCF_037201985.1	DCHS_PB2	Moraxella lincolnii	2202203	2002	1911	32
GCF_024205945.1	ASM2420594v1	Macrococcus equipercicus	2182654	2340	2237	19
GCF_964020235.1	iySelTumu1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Seladonia tumulorum	2137610	2739	2660	41
GCF_022343725.1	ASM2234372v1	Macrococcus brunensis	2123615	2270	2165	24
GCF_030376725.1	ASM3037672v1	Macrococcus bovicus	2157095	2274	2178	14
GCF_964019775.1	ihTubSali1.Hamiltonella_sp_1.1	Candidatus Hamiltonella endosymbiont of Tuberolachnus salignus	2038738	2029	1842	131
GCF_003097575.1	ASM309757v1	Helicobacter apodemus	2067954	2053	1959	43
GCF_910589745.1	ISOLATE_AHE01FL_GENOME	Candidatus Arcticimaribacter forsetii	2034069	1884	1829	8
GCF_003151025.1	ASM315102v1	Lactobacillus kullabergensis	2018944	1898	1804	23
GCF_003691365.1	ASM369136v1	Commensalibacter melissae	2023834	1850	1778	5
GCF_022459015.1	ASM2245901v1	Aristophania vespae	2062876	1848	1769	9
GCF_964020205.1	ilApeSyri1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Apeira syringaria	2002988	2476	2366	74
GCF_964019595.1	idSarCarn1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Sarcophaga carnaria	1998896	2305	2158	110
GCF_008726475.3	Hybrid Assembly	Aerococcus tenax	1985575	1818	1733	10
GCF_027924165.1	ASM2792416v1	Polynucleobacter yangtzensis	1976099	1988	1930	13
GCF_004102945.1	ASM410294v1	Candidatus Velamenicoccus archaeovorus	1974201	1892	1836	5
GCF_028607025.1	ASM2860702v1	Limosilactobacillus portuensis	1990713	2017	1901	38
GCF_017894345.1	ASM1789434v1	Lactobacillus taiwanensis	2041763	2034	1838	95
GCF_016599815.1	ASM1659981v1	Anaerococcus obesiensis	1894618	1974	1833	79
GCF_019285595.1	ASM1928559v1	Rickettsiella endosymbiont of Dermanyssus gallinae	1888715	1926	1855	19
GCF_019453995.1	ASM1945399v1	Candidatus Rhabdochlamydia oedothoracis	1918130	2083	1763	274
GCF_947251465.1	idMelMell2.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Melanostoma mellinum	1875946	1748	1584	123
GCF_947250755.1	ilAgrStra1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Agriphila straminella	1856316	1717	1591	84
GCF_003173695.1	ASM317369v1	Lactobacillus helsingborgensis	1867232	1755	1672	12
GCF_003522965.1	ASM352296v1	Bombilactobacillus bombi	1842084	1768	1679	16
GCF_900638385.1	57566_E02	Actinobacillus delphinicola	1837244	1711	1606	18
GCF_008831385.1	ASM883138v1	Lapidilactobacillus dextrinicus	1836976	1810	1705	26
GCF_004124255.1	ASM412425v1	Candidatus Pseudomonas adelgestsugas	1835598	904	820	40
GCF_003347095.1	ASM334709v1	Francisella opportunistica	1824967	1775	1680	43
GCF_902810445.1	RJ19	Candidatus Nitrosacidococcus tergens	1811369	1750	1683	13
GCF_947251755.1	icPhiCogn1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Philonthus cognatus	1811323	1696	1555	100
GCF_009025875.1	ASM902587v1	Latilactobacillus graminis	1807083	1777	1672	20
GCF_947250705.1	ilArcPodn1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Archips podanus	1806406	1650	1512	96
GCF_947250535.1	ilEupAuri1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Euphydryas aurinia	1802477	1702	1498	163
GCF_001931755.2	ASM193175v2	Wolbachia endosymbiont of Folsomia candida	1801626	1672	1588	42
GCF_918697765.1	Wolbachia_Phyllotreta_cruciferaeV1	Wolbachia endosymbiont of Phyllotreta cruciferae	1795892	1710	1446	223
GCF_004524775.2	ASM452477v2	Helcococcus ovis	1773424	1668	1620	6
GCF_947250615.1	ilRhoNaev1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Rhopobota naevana	1771989	1694	1565	87
GCF_964019545.1	idXylSegn2.Rickettsiella_sp_1.1	Rickettsiella endosymbiont of Xylota segnis	1766256	1617	1559	6
GCF_964019495.1	idDasAlbo1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Dasysyrphus albostriatus	1764474	2099	2030	32
GCF_947251815.1	iqChoPara1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Chorthippus parallelus	1748465	1592	1389	162
GCF_947251735.1	ilEndFlam1.Wolbachia_sp_2.1	Wolbachia endosymbiont (group B) of Endotricha flammealis	1747616	1648	1491	114
GCF_003932735.1	ASM393273v1	Rickettsiales endosymbiont of Stachyamoeba lipophora	1738386	1583	1528	10
GCF_025617515.1	ASM2561751v1	Wolbachia endosymbiont of Oryzaephilus surinamensis	1728764	1598	1468	89
GCF_964020225.1	iyTipFemo1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Tiphia femorata	1723414	2111	2064	7
GCF_018685455.1	ASM1868545v1	Polynucleobacter paneuropaeus	1708534	1766	1711	9
GCF_947250775.1	icRhiConi1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Rhinocyllus conicus	1703908	1680	1527	112
GCF_947250805.1	ilEndFlam1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Endotricha flammealis	1691858	1642	1492	109
GCF_014931075.1	ASM1493107v1	Campylobacter peloridis	1725253	1710	1636	16
GCF_963422225.1	piParNeph1.Trichorickettsia_mobilis_1.1	Candidatus Trichorickettsia mobilis	1678977	1627	1524	62
GCF_947251825.1	ilCamBiln1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Camptogramma bilineatum	1668205	1716	1508	167
GCF_947250515.1	ilCatPine1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Catoptria pinella	1667356	1556	1435	80
GCF_918320885.1	Harlequin_endosymbiont1	unidentified bacterial endosymbiont	1661850	1650	1519	75
GCF_964019575.1	iyAndTrim1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Andrena trimmerana	1656894	1989	1947	6
GCF_947250655.1	ilWatBina1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Watsonalla binaria	1651335	1535	1433	61
GCF_947250475.1	ilApoBetu1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Apotomis betuletana	1635810	1526	1398	85
GCF_963931955.1	icLonFlav1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Longitarsus flavicornis	1627592	1567	1347	178
GCF_023347705.1	ASM2334770v1	Fenollaria massiliensis	1609887	1515	1439	12
GCF_964019805.1	ilEpiRame1.Lariskella_sp_1.1	Candidatus Lariskella endosymbiont of Epinotia ramella	1592871	1345	1284	22
GCF_900638585.1	57845_G01	Peptoniphilus ivorii	1587771	1583	1508	11
GCF_021609905.1	ASM2160990v1	Wolbachia endosymbiont of Delia radicum	1586584	1587	1446	99
GCF_964020185.1	iyHedRose1.Lariskella_sp_1.1	Candidatus Lariskella endosymbiont of Hedychridium roseum	1585685	1580	1439	102
GCF_003966755.1	ASM396675v1	Candidatus Rickettsiella viridis	1579735	1448	1379	15
GCF_947250745.1	ilPolIcar1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Polyommatus icarus	1574132	1465	1348	76
GCF_031205055.1	ASM3120505v1	Wolbachia endosymbiont of Listronotus oregonensis	1567375	1582	1307	234
GCF_947251895.1	idBomMajo1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Bombylius major	1556586	1493	1324	128
GCF_936270145.1	WolOegibB_v1.0	Wolbachia endosymbiont of Oedothorax gibbosus	1551378	1529	1340	148
GCF_947251865.1	idProAzur1.Wolbachia_sp_2.1	Wolbachia endosymbiont (group B) of Protocalliphora azurea	1550351	1482	1328	113
GCF_947250635.1	ilParStra1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Parapoynx stratiotata	1545408	1460	1313	105
GCF_947250605.1	ilPyrMalv3.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Pyrgus malvae	1544873	1464	1334	89
GCF_016592595.1	ASM1659259v1	Abyssogena phaseoliformis symbiont OG214	1542177	2037	1898	96
GCF_947251615.1	icApoCory1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Apoderus coryli	1535196	1619	1508	70
GCF_947250545.1	ilEryTage1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Erynnis tages	1532960	1425	1322	62
GCF_947251915.1	iyHylComm1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Hylaeus communis	1526905	1505	1379	85
GCF_947251835.1	ilApoTurb1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Apotomis turbidana	1525755	1458	1333	83
GCF_029101585.1	ASM2910158v1	Amygdalobacter nucleatus	1524258	1391	1300	37
GCF_947250715.1	ioSymStri1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Sympetrum striolatum	1516596	1470	1328	101
GCF_964019735.1	idTheAtra2.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Thecophora atra	1513007	1741	1698	7
GCF_964020195.1	iyLasVill1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Lasioglossum villosulum	1512716	1768	1724	8
GCF_947250555.1	ilPanCory1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Pandemis corylana	1510263	1426	1314	71
GCF_947250595.1	ilCamMarg1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Campaea margaritaria	1507681	1424	1303	80
GCF_018968685.1	ASM1896868v1	Campylobacter novaezeelandiae	1584374	1630	1555	20
GCF_012277295.1	ASM1227729v1	Wolbachia endosymbiont of Ctenocephalides felis wCfeT	1495538	1478	1256	181
GCF_964019535.1	idTriPrae1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Tricholauxania praeusta	1495235	1670	1630	4
GCF_947250565.1	iyAndHaem1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Andrena haemorrhoa	1494005	1497	1379	77
GCF_947251545.1	idAnoPurm1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Anomoia purmunda	1485790	1533	1379	113
GCF_947251595.1	ilEupTrip1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Eupithecia tripunctaria	1478719	1483	1368	74
GCF_964019585.1	icAgrLine1.Mesenet_sp_1.1	Candidatus Mesenet endosymbiont of Agriotes lineatus	1474810	1387	1258	88
GCF_003015145.1	ASM301514v1	Candidatus Phycorickettsia trachydisci	1472411	1267	1210	17
GCF_006542295.1	ASM654229v1	Wolbachia endosymbiont of Carposina sasakii	1449344	1413	1318	54
GCF_029981845.1	ASM2998184v1	Candidatus Bandiella numerosa	1584328	1520	1459	20
GCF_016592615.1	ASM1659261v1	Isorropodon fossajaponicum endosymbiont JTNG4	1447997	1740	1533	163
GCF_963966195.1	iyNomHirt1.Wolbachia_sp_2.1	Wolbachia endosymbiont (group A) of Nomada hirtipes	1442356	1472	1356	75
GCF_947251555.1	iyMacEuro1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Macropis europaea	1439111	1342	1221	80
GCF_947250795.1	iyNomFabr1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Nomada fabriciana	1438975	1459	1339	79
GCF_918342435.1	Wolbachia_endosymbiont_of_CSFBv1	Wolbachia endosymbiont of Psylliodes chrysocephala	1438854	1440	1283	117
GCF_947251425.1	idProAzur1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Protocalliphora azurea	1434285	1417	1322	55
GCF_964019365.1	iyOphElle1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Ophion ellenae	1432666	1479	1326	111
GCF_947250765.1	idGymRotn1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Gymnosoma rotundatum	1431527	1452	1313	97
GCF_005845345.1	ASM584534v1	Rhodoluna limnophila	1424253	1387	1334	7
GCF_900638485.1	57728_B01	Helicobacter cholecystus	1420261	1363	1305	9
GCF_947251575.1	ilYpoPlub1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Yponomeuta plumbellus	1418562	1412	1287	84
GCF_024029595.1	ASM2402959v1	Fructilactobacillus cliffordii	1457211	1464	1380	2
GCF_018831625.1	ASM1883162v1	Spiroplasma endosymbiont of 'Nebria riversi'	1443729	1887	1750	103
GCF_018467135.1	ASM1846713v1	Wolbachia endosymbiont of Drosophila santomea	1409094	1419	1329	49
GCF_947250645.1	ilEucCana1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Eucosma cana	1407591	1399	1228	130
GCF_947250575.1	idEpiBalt1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Episyrphus balteatus	1402288	1341	1221	78
GCF_963675105.1	piTriSpea1.Desulfogranum_marinum_1.1	Desulfogranum marinum	5464443	4670	4561	30
GCF_963969245.1	iyOphCost1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Ophion costatus	1399493	1415	1286	88
GCF_947250525.1	ilColCroc2.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Colias croceus	1396841	1298	1196	61
GCF_018467115.1	ASM1846711v1	Wolbachia endosymbiont of Drosophila yakuba	1394392	1408	1321	46
GCF_947251955.1	idCorMarg1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Coremacera marginata	1387347	1378	1276	61
GCF_018502505.1	ASM1850250v1	Weissella tructae	1386044	1409	1321	3
GCF_947251605.1	ilEmmMono1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Emmelina monodactyla	1385742	1315	1199	75
GCF_947250015.1	idAcrOrbc1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Acrocera orbiculus	1383045	1369	1243	85
GCF_964019975.1	ilMonLaev2.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Monopis laevigella	1381161	1479	1415	28
GCF_008245065.1	ASM824506v1	Wolbachia endosymbiont of Chrysomya megacephala	1376868	1283	1176	66
GCF_964019705.1	idPanRudi1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Panzeria rudis	1376578	1528	1449	43
GCF_964020025.1	idTipUnca1.Cardinium_sp_1.1	Cardinium endosymbiont of Tipula unca	1374024	1361	1012	309
GCF_947250675.1	ilXesCnig1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Xestia c-nigrum	1372377	1305	1192	72
GCF_947251635.1	ihIcePurc2.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Icerya purchasi	1372034	1446	1230	175
GCF_012276695.1	ASM1227669v1	Candidatus Pelagibacter giovannonii	1365705	1496	1457	3
GCF_020995475.1	ASM2099547v1	Wolbachia endosymbiont of Corcyra cephalonica	1381884	1319	1206	72
GCF_947251645.1	idBibMarc1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Bibio marci	1355351	1448	1331	76
GCF_947250735.1	idSphTaen1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Sphaerophoria taeniata	1354582	1336	1240	55
GCF_947251565.1	ilPheGnom1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Pheosia gnoma	1353731	1338	1244	53
GCF_947251845.1	iyAthCord1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Athalia cordata	1345841	1258	1165	52
GCF_947251795.1	iyAnoNige1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Anoplius nigerrimus	1345805	1454	1324	89
GCF_007989425.1	ASM798942v1	Rickettsia asiatica	1419085	1667	1436	191
GCF_018141665.1	ASM1814166v1	Wolbachia endosymbiont of Spodoptera picta	1339720	1281	1173	67
GCF_947250725.1	ilParAegt1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Pararge aegeria	1332905	1250	1159	50
GCF_964019715.1	idLonLute3.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Lonchoptera lutea	1332076	1514	1457	22
GCF_947251725.1	iyTipFemo1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Tiphia femorata	1330165	1411	1290	80
GCF_947251805.1	ilCelArgi3.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Celastrina argiolus	1329046	1245	1149	55
GCF_900465355.1	Ran1-1	Candidatus Bipolaricaulis anaerobius	1324338	1301	1238	11
GCF_023559125.1	ASM2355912v1	Wolbachia endosymbiont of Ostrinia furnacalis	1321828	1280	1166	73
GCF_023559145.1	ASM2355914v1	Wolbachia endosymbiont of Ostrinia scapulalis	1320340	1287	1177	69
GCF_947251875.1	ilLycPhla1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Lycaena phlaeas	1312310	1240	1151	48
GCF_964020175.1	icSilAtra2.Mesenet_sp_1.1	Candidatus Mesenet endosymbiont of Phosphuga atrata	1310365	1257	1131	86
GCF_026015925.1	ASM2601592v1	Wolbachia endosymbiont of Drosophila pseudotakahashii	1308415	1358	1227	90
GCF_947251975.1	ilHylFasc1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Hylaea fasciaria	1307821	1254	1166	47
GCF_947251945.1	iyLasLatv2.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Lasioglossum lativentre	1306351	1332	1223	68
GCF_964020065.1	iyLasMala1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Lasioglossum malachurum	1299709	1415	1336	43
GCF_947251695.1	iyEctCont1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Ectemnius continuus	1299221	1322	1209	72
GCF_947251675.1	idMerWest1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Merzomyia westermanni	1295457	1337	1226	70
GCF_021378375.1	ASM2137837v1	Wolbachia endosymbiont of Drosophila innubila	1290587	1413	1257	115
GCF_947251665.1	iyTryClav1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Trypoxylon clavicerum	1287268	1331	1198	91
GCF_947251505.1	ilThySylv1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Thymelicus sylvestris	1286255	1228	1130	57
GCF_032849005.1	ASM3284900v1	Wolbachia endosymbiont of Zaprionus tsacasi	1279110	1317	1224	52
GCF_017869285.1	ASM1786928v1	Wolbachia endosymbiont of Wiebesia pumilae	1278697	1356	1224	88
GCF_947250695.1	idEupLati1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Eupeodes latifasciatus	1274269	1207	1119	47
GCF_947251515.1	idSicFerr1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Sicus ferrugineus	1273940	1288	1091	156
GCF_004795975.1	ASM479597v1	Wolbachia endosymbiont of Drosophila mauritiana	1273530	1200	1104	55
GCF_947250505.1	ilPhaBuce1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Phalera bucephala	1271809	1288	1163	84
GCF_947251655.1	ilPheTrem1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Pheosia tremula	1268782	1186	1093	52
GCF_017896245.1	ASM1789624v1	Wolbachia endosymbiont of Aedes aegypti	1267786	1323	1239	43
GCF_947251495.1	ilPamFasc1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Pammene fasciana	1266982	1195	1096	58
GCF_947250785.1	iyAncNigr1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Ancistrocerus nigricornis	1265149	1291	1182	68
GCF_032848195.1	ASM3284819v1	Wolbachia endosymbiont of Drosophila aff. chauvacae BK-2020	1244713	1305	1191	73
GCF_964019485.1	icAgrLine1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Agriotes lineatus	1243119	1600	1451	113
GCF_964019665.1	icCanRufa1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Cantharis rufa	1242918	1093	1055	3
GCF_964019925.1	icCanNigr2.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Cantharis nigra	1237520	1100	1063	2
GCF_024299005.1	ASM2429900v1	Neoehrlichia mikurensis	1236870	983	928	13
GCF_018491735.2	ASM1849173v2	Wolbachia endosymbiont of Anopheles demeilloni	1231247	1328	1169	118
GCF_904848675.1	Pt_Alt_01	Candidatus Profftia tarda	1225795	693	635	17
GCF_020541265.1	ASM2054126v1	Candidatus Profftia lariciata	1206213	628	564	23
GCF_012277315.1	ASM1227731v1	Wolbachia endosymbiont of Ctenocephalides felis wCfeJ	1201647	1174	1109	24
GCF_947251475.1	ilEpiAlte1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Epirrhoe alternata	1197405	1189	1100	48
GCF_024804185.1	ASM2480418v1	Wolbachia endosymbiont of Aedes albopictus	1226577	1275	1173	61
GCF_013342985.1	ASM1334298v1	Candidatus Ruthia endofausta	1188809	1360	1275	42
GCF_020541305.1	ASM2054130v1	Candidatus Vallotia cooleyia	1240189	890	796	39
GCF_947251485.1	iyScaNigr1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Scambus nigricans	1150902	1299	1151	107
GCF_936981045.1	CaOegib_v1.0	Cardinium endosymbiont of Oedothorax gibbosus	1137202	1071	792	239
GCF_034359465.1	ASM3435946v1	Candidatus Bandiella woodruffii	1225299	1475	1340	95
GCF_021057185.1	ASM2105718v1	Candidatus Absconditicoccus praedator	1129696	1076	1029	5
GCF_910593725.1	Mv_alt_compl	Candidatus Vallotia tarda	1196295	825	739	33
GCF_964019755.1	icPolCerv1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Polydrusus cervinus	1120781	1410	1350	23
GCF_003351905.1	ASM335190v1	Cardinium endosymbiont of Sogatella furcifera	1103593	965	899	26
GCF_964019525.1	idEupLuni2.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Eupeodes luniger	1103341	1301	1206	60
GCF_025273655.1	ASM2527365v1	Candidatus Mycosynbacter amalyticus	1081308	1174	1124	2
GCF_900698925.1	ErCicurvipes_v1.0	Candidatus Erwinia haradaeae	1112955	677	621	14
GCF_012030695.1	ASM1203069v1	Wolbachia endosymbiont of Brugia pahangi	1072967	1090	1005	44
GCF_964020005.1	idAthIbis2.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Atherix ibis	1072050	1158	1113	11
GCF_020541325.1	ASM2054132v1	Candidatus Vallotia lariciata	1125782	788	695	38
GCF_030718845.1	ASM3071884v1	Mycoplasma seminis	1064223	902	851	8
GCF_964019765.1	ijPanGerm4.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Panorpa germanica	1054068	956	914	3
GCF_018107685.1	ASM1810768v1	Coxiella endosymbiont of Amblyomma nuttalli	1003026	728	668	16
GCF_964019845.1	igLabMino1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Labia minor	984411	997	955	3
GCF_964019625.1	iyDipLaet1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Diplazon laetatorius	979438	950	908	7
